STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
NY,Dhmr,Dhmr,Dhmr;2,NYDhmr;2,2,Hudson-Mohawk Sheet,Marcellus Formation,Middle Devonian,"Marcellus Formation - Pecksport, Solsville, Otsego, and Chittenango shale and sandstone Members, Cherry Valley Limestone, and Union Springs Shale Members.",,"part of Hamilton Group 1700-2800 ft. (520-850 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and references NY015, NY024,  and NY025:Marcellus Shale of the Hamilton Group is the oldest of the extensive black gas shales. Unit crops out in the Valley and Ridge from southeastern NY to northern WV. The Marcellus or its partial equivalent the Millboro Shale, is present in the subsurface in NY, PA, OH, western MD, VA, WV, and northeastern TN. Consists for the most part of sooty black shale and a few beds of medium-gray shale and limestone nodules or beds of dark gray to black limestone. Marcellus is approximately 1,000 ft thick in central PA, but thins to the north, west, and south. Feathers out in eastern OH, western WV, and southwestern VA. The Cherry Valley Limestone Member is an extensive unit in the subsurface of NY, PA, and WV (deWittand others, 1993).Marcellus Formation will be formally raised to subgroup status within the Hamilton Group and be divided into a lower Union Springs Formation and an upper Mount Marion Formation (in eastern NY) and an upper Oatka Creek Formation (in central and western NY) in a publication by Ver Straeten and others (in prep). Union Springs Formation will incorporate three members across NY: The Bakoven Member (geographically extended across the State of NY), the Stony Hollow Member (restricted), and the Hurley Member (new). The Hurley underlies the Cherry Valley Member at the base of the laterally equivalent Mount Marion and Oatka Creek Formations. By extending the Cherry Valley across the State, it now includes strata formerly assigned to the upper part of the Stony Hollow Member. The revised Cherry Valley is composed of two lithosomes; an eastern sand-dominated facies and a central to western carbonate-dominated facies. Strata above the Cherry Valley in the Oatka Creek remain unnamed, though they bear some resemblance to the Chittenango Shale Member of the Mount Marion Formation of west-central NY (Ver Straeten and others, 1994).Otsego - Mount Marion Formation of Hamilton Group is divided into Berne and overlying Otsego Members. The boundary between the two members is revised in this report. The base of the Otsego is placed at the base of a coral-brachiopod biostrome, the lowest rugose coral in a massive sandstone or the top of the massive sandstone (in the absence of corals). In the absence of both, the base is placed at the lowest shell-bed-rich shales that overlie an 8.0-m-thick package of thin sandstones and shales. The base is somewhat diachronous due to local erosive beveling. Formal names are proposed here for four key beds within the Formation: the Dave Elliott occurs in the upper part of the Berne Member; the Halihan Hill Bed marks the base of the Otsego; and the Katsbaan and Timmerman Hill Beds occur in the lower part of the Otsego (Ver Straeten, 1994).",NY001,black shale,limestone,shale; sandstone,NY002NY016NY015NY024NY025NY046
NY,Dhmr,Dhmr,Dhmr;4,NYDhmr;4,4,Niagara Sheet,Marcellus Formation ,Middle Devonian,Marcellus Formation - Oatka Creek Shale Member.,,"part of Hamilton Group 200-500 ft. (60-150 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and references NY015 and NY024:Marcellus Shale of the Hamilton Group is the oldest of the extensive black gas shales. Unit crops out in the Valley and Ridge from southeastern NY to northern WV. The Marcellus or its partial equivalent the Millboro Shale, is present in the subsurface in NY, PA, OH, western MD, VA, WV, and northeastern TN. Consists for the most part of sooty black shale and a few beds of medium-gray shale and limestone nodules or beds of dark gray to black limestone. Marcellus is approximately 1,000 ft thick in central PA, but thins to the north, west, and south. Feathers out in eastern OH, western WV, and southwestern VA. The Cherry Valley Limestone Member is an extensive unit in the subsurface of NY, PA, and WV (deWitt and others, 1993).Marcellus Formation will be formally raised to subgroup status within the Hamilton Group and be divided into a lower Union Springs Formation and an upper Mount Marion Formation (in eastern NY) and an upper Oatka Creek Formation (in central and western NY) in a publication by Ver Straeten and others (in prep). Union Springs Formation will incorporate three members across NY: The Bakoven Member (geographically extended across the State of NY), the Stony Hollow Member (restricted), and the Hurley Member (new). The Hurley underlies the Cherry Valley Member at the base of the laterally equivalent Mount Marion and Oatka Creek Formations. By extending the Cherry Valley across the State, it now includes strata formerly assigned to the upper part of the Stony Hollow Member. The revised Cherry Valley is composed of two lithosomes; an eastern sand-dominated facies and a central to western carbonate-dominated facies. Strata above the Cherry Valley in the Oatka Creek remain unnamed, though they bear some resemblance to the Chittenango Shale Member of the Mount Marion Formation of west-central NY (Ver Straeten and others, 1994).Name Oatka Creek shale proposed for upper member of Marcellus shale from Cayuga Lake westward to Seneca Lake. Underlies Mottville member of Skaneateles shale and overlies Cherry Valley limestone member of Marcellus. West of Seneca Lake, the Oatka Creek member comprises all of Marcellus and includes time equivalents of (ascending) Union Springs member, Cherry Valley limestone member, Chittenango member and Cardiff member. In the area west of Cayuga Lake, the Oatka Creek member is overlain by Stafford limestone, the equivalent of the Mottville member. The Oatka Creek consists of black shale, distinctly calcareous and fossiliferous, and thus differing from the black Chittenango shale, which overlies the Cherry Valley limestone in eastern part of the State. Thickness is 30 ft at type section at Le Roy where whole section is exposed. Thickens to the east and to the west to over 50 ft. Other exposures are in bed of Conesus Creek at Ashantee, Genesee Valley, and in Flint Creek 1.5 mi northeast of Orleans. At all these localities it is overlain by a thin Stafford limestone. Age is Middle Devonian.",NY001,black shale,,,NY002NY015NY016NY024NY046
NY,Dhmr,Dhmr,Dhmr;5,NYDhmr;5,5,Finger Lakes Sheet,Marcellus Formation,Middle Devonian,"Marcellus Formation - In west: Oatka Creek Shale Member; In east: Cardiff and Chittenango Shale Members, Cherry Vale Limestone and Union Springs Shale Members.",,"part of Hamilton Group 600-1500 ft. (180-460 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and references NY015, NY022, NY023, and NY024:Marcellus Shale of the Hamilton Group is the oldest of the extensive black gas shales. Unit crops out in the Valley and Ridge from southeastern NY to northern WV. The Marcellus or its partial equivalent the Millboro Shale, is present in the subsurface in NY, PA, OH, western MD, VA, WV, and northeastern TN. Consists for the most part of sooty black shale and a few beds of medium-gray shale and limestone nodules or beds of dark gray to black limestone. Marcellus is approximately 1,000 ft thick in central PA, but thins to the north, west, and south. Feathers out in eastern OH, western WV, and southwestern VA. The Cherry Valley Limestone Member is an extensive unit in the subsurface of NY, PA, and WV (deWitt and others, 1993).Marcellus Formation will be formally raised to subgroup status within the Hamilton Group and be divided into a lower Union Springs Formation and an upper Mount Marion Formation (in eastern NY) and an upper Oatka Creek Formation (in central and western NY) in a publication by Ver Straeten and others (in prep). Union Springs Formation will incorporate three members across NY: The Bakoven Member (geographically extended across the State of NY), the Stony Hollow Member (restricted), and the Hurley Member (new). The Hurley underlies the Cherry Valley Member at the base of the laterally equivalent Mount Marion and Oatka Creek Formations. By extending the Cherry Valley across the State, it now includes strata formerly assigned to the upper part of the Stony Hollow Member. The revised Cherry Valley is composed of two lithosomes; an eastern sand-dominated facies and a central to western carbonate-dominated facies. Strata above the Cherry Valley in the Oatka Creek remain unnamed, though they bear some resemblance to the Chittenango Shale Member of the Mount Marion Formation of west-central NY (Ver Straeten and others, 1994). Cardiff Shale - Named for village of Cardiff, Onondaga Co., west-central NY. Named as top division of Marcellus beds or stage [broad sense]. Consists of dark, calcareous and black, slaty shales with thin layers of fossiliferous limestones, both of which weather to light ashen gray. Thickness is 50 to 100 ft. Overlies Stafford limestone; underlies Skaneateles shale of Hamilton. Age is Middle Devonian (Clarke and Luther, 1904).Chittenango Shale - Named as member of Marcellus shale. Named for village of Chittenango, central NY. Consists of jet-black, fissile, noncalcareous shale. Was separated from Oatka Creek shale of western NY because it is noncalcareous, nearly barren of fossils, and represents only part of the time interval represented by Oatka shale. Thickness is 120 ft at type section. Overlies Cherry Valley limestone member of Marcellus; interfingers with blue-black Cardiff shale above (Cooper, 1930).Union Springs member of Marcellus formation named in this report. Consists of alternating beds of black limestone and sooty shale overlying Onondaga limestone and underlying Cherry Valley limestone member of Marcellus from Unadilla Valley westward to Seneca Lake. Thickness is 17 ft at type section in Wood's quarry. At Marcellus it is 13 ft thick, at Oneida Creek above Stockbridge Falls, 25 ft, and on Flint Creek, near Phelps, 9 ft. It is not known west of Phelps, Ontario Co., NY (Cooper, 1930).",NY001,black shale,limestone,,NY002NY015NY016NY022NY023NY024NY046
NY,Dhpl,Dhpl,Dhpl;2,NYDhpl;2,2,Hudson-Mohawk Sheet,Plattekill and Ashokan Formations,Middle Devonian,"Plattekill Formation - shale, sandstone; Ashokan Formation-shale, sandstone.",,part of Hamilton Group 1700-2800 ft. (520-850 m),NY001,shale,sandstone,,NY002
NY,Dhpl,Dhpl,Dhpl;3,NYDhpl;3,3,Lower Hudson Sheet,Plattekill and Ashokan Formations,Middle Devonian,"Plattekill Formation - shale, sandstone; Ashokan Formation-shale, sandstone.",,part of Hamilton Group 2600-2800 ft. (790-850 m).,NY001,shale,sandstone,,NY002
NY,Dhpm,Dhpm,Dhpm;2,NYDhpm;2,2,Hudson-Mohawk Sheet,Panther Mountain Formation,Middle Devonian,"Panther Mountain Formation - shale, siltstone, sandstone.",,part of Hamilton Group 1700-2800 ft. (520-850 m),NY001,shale,siltstone,sandstone,NY002
NY,Dhpm,Dhpm,Dhpm;5,NYDhpm;5,5,Finger Lakes Sheet,Panther Mountain Formation,Middle Devonian,"Panther Mountain Formation - shale, siltstone, sandstone.",,part of Hamilton Group 600-1500 ft. (180-460 m).,NY001,shale,siltstone,sandstone,NY002
NY,Dhsk,Dhsk,Dhsk;4,NYDhsk;4,4,Niagara Sheet,Skaneateles Formation,Middle Devonian,"Skaneateles Formation - Levanna Shale, Stafford Limestone Members.",,"part of Hamilton Group 200-500 ft. (60-150 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and reference NY015:Skaneateles Shale of Hamilton Group extended from southwestern NY, western PA, and eastern OH into the subsurface of northern WV and far western MD (Garrett Co.). Unit consists mostly of dark- to medium-gray fossiliferous shale and mudrock. Contains a black shale facies that resembles the Marcellus Shale. Includes the Stafford Limestone Member at its base. The Stafford is thin but extensive and can be traced in the subsurface as far southwest as north-central WV and southeastern OH. The Skaneateles loses its identity to the west where the Hamilton is undivided. Grades into the Plum Brook Shale of northern OH or the lower part of the Olentangy Shale (deWitt and others, 1993). Stafford Limestone Member of Skaneateles Shale extended from southwestern NY into western PA and into the subsurface in eastern OH, northern WV, and far western MD (Garrett Co.). Marks the base of the Skaneateles and clearly separates it from the underlying Marcellus (de Witt and others, 1993).",NY001,shale,limestone,black shale,NY002NY015NY046
NY,Dhsk,Dhsk,Dhsk;5,NYDhsk;5,5,Finger Lakes Sheet,Skaneateles Formation,Middle Devonian,"Skaneateles Formation - In west: Levanna Shale and Stafford Limestone Members; In east: Butternut, Pompey, and Delphi Station Shale Members, Mottville Sandstone Member.",,"part of Hamilton Group 600-1500 ft. (180-460 m).Secondary unit descriptions from USGS Lexicon website (ref. NY046) and reference NY015:Skaneateles Shale of Hamilton Group extended from southwestern NY, western PA, and eastern OH into the subsurface of northern WV and far western MD (Garrett Co.). Unit consists mostly of dark- to medium-gray fossiliferous shale and mudrock. Contains a black shale facies that resembles the Marcellus Shale. Includes the Stafford Limestone Member at its base. The Stafford is thin but extensive and can be traced in the subsurface as far southwest as north-central WV and southeastern OH. The Skaneateles loses its identity to the west where the Hamilton is undivided. Grades into the Plum Brook Shale of northern OH or the lower part of the Olentangy Shale (deWitt and others, 1993). Stafford Limestone Member of Skaneateles Shale extended from southwestern NY into western PA and into the subsurface in eastern OH, northern WV, and far western MD (Garrett Co.). Marks the base of the Skaneateles and clearly separates it from the underlying Marcellus (de Witt and others, 1993).",NY001,shale,limestone,black shale; sandstone,NY002NY015NY046
NY,Dj,Dj,Dj;4,NYDj;4,4,Niagara Sheet,Wiscoy Formation,Upper Devonian,"Wiscoy Formation - sandstone, shale; Hanover and Pipe Creek Shales.",,"part of Java Group 100-200 ft. (30-60 m).Secondary unit description from USGS Geologic Names lexicon (ref. NY046): Hanover Shale Member of Java Formation is uppermost unit in area containing fossils of the Frasnian Stage. Unit is 28 m thick and composed primarily of green-gray mudstone with accessory discrete thin black shale beds and zones of small calcareous, phosphatic and pyritic nodules. Usually very bioturbated, but contains few shelly fossils. The Hanover changes eastward into siltier, upslope deposits of the Wiscoy Member southeast of the type section at Java Village. Fossils include a mixture of benthic and pelagic fossils, goniatites and carbonized driftwood fragments. Small rugose corals and crinoid ossicles also occur. The Frasnian-Famennian stage boundary position has been tentatively placed several meters below the top of this unit by Kirchgasser (pers. comm. 1989).In outcrop in western NY, the Java consists of a basal black shale, the Pipe Creek Shale Member, and an overlying gray shale and mudrock with scattered beds of black shale and siltstone, and abundant limestone nodules, the Hanover Shale Member. The Pipe Creek thins to the east and feathers out in northern Stuben Co. The Hanover, however, thickens to the east and grades laterally into the Wiscoy Sandstone Member. The Pipe Creek rarely exceeds 25 ft in thickness, but makes up much of the radioactive black shale in the Java. In the subsurface, it extends south from western NY about 450 mi to Scott Co., VA. It thins to a featheredge in OH, KY, and TN. The Hanover is recognizable in the subsurface southward from western NY to eastern KY and adjacent southwestern VA and northeastern TN. Where the Pipe Creek pinches out, the Hanover cannot be separated from the Angola Shale Member of the West Falls Formation. The two grade westward into the upper part of the Olentangy Shale in central OH, and in central TN, the combined shales are equivalent to the upper unit of the Dowelltown Member of the Chattanooga Shale.",NY001,sandstone,black shale,shale,NY002NY046
NY,Dj,Dj,Dj;5,NYDj;5,5,Finger Lakes Sheet,Wiscoy Formation,Upper Devonian,"Wiscoy Formation - sandstone, shale; Hanover and Pipe Creek Shales.",,part of Java Group 300-700 ft. (90-210 m).,NY001,sandstone,black shale,shale,NY002
NY,Do,Do,Do;2,NYDo;2,2,Hudson-Mohawk Sheet,Oriskany Formation,Lower Devonian,"Oriskany Formation - sandstone, arenaceous limestone.",,part of Onondaga Limestone and Ulster Group 100-500 ft. (30-150 m),NY001,sandstone,limestone,,NY002
NY,Do,Do,Do;4,NYDo;4,4,Niagara Sheet,Oriskany Sandstone,Lower Devonian,Oriskany Sandstone.,,part of Onondaga and Bois Blanc Limestones 150 ft. (45 m).,NY001,sandstone,,,NY002
NY,Do,Do,Do;5,NYDo;5,5,Finger Lakes Sheet,Oriskany Sandstone,Lower Devonian,Oriskany Sandstone.,,part of Onondaga Limestone and Oriskany Sandstone 75-150 ft. (23-45 m),NY001,sandstone,,,NY002
NY,Dob,Dob,Dob;4,NYDob;4,4,Niagara Sheet,Onondaga and Bois Blanc Limestones,Middle Devonian,"Onondaga and Bois Blanc Limestones - In New York: Onondaga Limestone-Seneca, Morehouse (cherty), and Clarence Limestone Members, Edgecliff cherty Limestone Member, local coral bioherms; Bois Blanc Limestone-sandy, thin, discontinous.In Ontario: Dundee Limestone; Lucas Formation-dolostone, limestone (Anderdon); Amherstburg Formation-limestone, dolostone, sandstone (Sylvania); Bois Blanc Formation-dolostone, limestone, sandstone (Springvale).",,"150 ft. (45 m).Second part of description from USGS Lexicon website (ref. NY046) and reference NY017:Middle Devonian Onondaga of NY represents broad, carbonate platform facies deposited during early to middle Eifelian time. Carbonates are characterized by calcarenitic to cherty to argillaceous limestones and minor shales deposited in a shallow epicontinental sea. The Selinsgrove Limestone Member of the Needmore Formation of central PA is the direct equivalent of the Onondaga Limestone in NY. The Onondaga is generally subdivided into four members across NY: Edgecliff, Nedrow, Moorehouse, and Seneca. These four members are directly equivalent to those of the Buttermilk Falls Limestone of eastern PA. The Clarence Member has been recognized only in western NY and is here designated a local informal facies of the Edgecliff. The informal Jamesville Quarry facies of the Edgecliff is also named in this report for the chert-poor, crinoidal pack- and grainstone that occurs at the Edgecliff type locality. Several marker beds within the Nedrow Member are recognized and the upper boundary with the Moorehouse Member is redefined. The Moorehouse contains several fossil horizons and the Seneca contains several bentonite beds, including the Tioga B or Onondaga Indian Nation Bentonite, which defines its base. The Lower-Middle Devonian (Emsian-Eifelian) boundary, long placed at the base of the Onondaga in NY, could lie as high as the base of the Nedrow Member according to Kirchgasser and Oliver (1993), as there are no age diagnostic fossils in the Edgecliff (Brett and Ver Straeten, 1994).The Seneca Member of the Onondaga Formation as now defined is part of a general fining-upward trend that extends from the underlying upper part of the Moorehouse Member into the overlying Marcellus Formation at its type section. Deposition of member is more complex than previously thought as details reveal that it contains two cycles rather than one, indicating two deepening intervals. The upper contact of the Seneca as defined in this report is marked by a thin, apparently widespread lag bed with fish bone material. Member is thickest in the central Finger Lakes area. Thins eastward and is eventually cutout near Albany. Contains a relatively low diversity fauna. Chonetid and atrypid brachiopods are abundant and LEPTAENA, common; rugose corals are uncommon. Fine to medium-grained wacke- to packstones dominate the unit. In outcrop appears as thick-bedded to massive limestones separated by thin shaly to bentonitic partings. Light-weathering chert is present mainly in the western region. Thin dark shales increase in number toward the top. Base is marked by the Onondaga Indian Nation Ash (Tioga B of PA), which differs from boundary as defined by Conkin, who placed the base of the Seneca 0.47 to 1.25 m above the base of the bentonite. As many as eight Tioga Ash Beds may occur in the Seneca Member, including the Tioga B. At the Seneca Stone quarry, 8.5 km northwest of the type section, the member is 7.1 to 8.4 m thick, depending upon placement of the upper contact, and underlies the Bakoven Member of the Union Springs Shale [shown in chart as assigned to Marcellus subgroup]. Zone L, as the transitional 1.3-m-interval was labeled by Oliver (1954) was assigned by him to the Seneca. However, authors follow Conkin and Conkin (1979) in assigning interval to the overlying Union Springs. Age of the Seneca is Middle Devonian (Eifelian) (Brett and Ver Straeten, 1994). Authors informally propose two dominant, widespread facies of the Edgecliff Member of the Onondaga Limestone: the cherty, micritic Clarence facies, formerly known as the Clarence Member of western NY, and a coarse crinoidal, non- to sparsely cherty Jamesville Quarry facies. The Jamesville Quarry is present at the Edgecliff type locality near Syracuse, where it reaches a thickness of about 5.7 m. To the west the Edgecliff thins to a minimum of 2.5 m at Seneca Stone quarry. The only trace of Clarence-like lithology at this location is a distinctive 0.5 m-thick band of cherty calcisiltite 1.8 m above the base of the Edgecliff. Between Seneca Stone quarry and Phelps the Edgecliff thickens and is composed primarily of sparsely fossiliferous calcisiltites with abundant bands of dark gray to black chert, closely resembling the typical western NY Clarence facies. Total thickness of the Edgecliff reaches a maximum of 14 m. Unit underlies calcareous shale-dominated strata and laterally equivalent argillaceous limestones of the Nedrow Member. The Foxtown Member of the Buttermilk Falls Limestone of eastern PA is directly equivalent to the Edgecliff. The basal contact is conformable in parts of eastern NY, but westward becomes unconformable and overlies increasingly older Devonian to Silurian strata. In some parts of west-central to western NY, overlies upper Lower Devonian Tristates Group and elsewhere the Middle Devonian Hamilton Group. This basal unconformity is known as the Wallbridge Unconformity. The Lower-Middle Devonian (Emsian-Eifelian) boundary, long placed at the base of the Onondaga in NY, could lie as high as the base of the Nedrow Member according to Kirchgasser and Oliver (1993), as there are no age diagnostic fossils in the Edgecliff (Brett and Ver Straeten, 1994).",NY001,limestone,sandstone,chert,NY002NY017NY046
NY,Don,Don,Don;2,NYDon;2,2,Hudson-Mohawk Sheet,Onondaga Limestone,Middle Devonian,"Onondaga Limestone - Seneca, Morehouse (cherty), and Nedrow Limestone Members, Edgecliff cherty Limestone Member, local bioherms.",,"part of Onondaga Limestone and Ulster Group 100-500 ft. (30-150 m)Secondary unit descriptions from USGS Lexicon website (ref. NY046) and reference NY017:Middle Devonian Onondaga of NY represents broad, carbonate platform facies deposited during early to middle Eifelian time. Carbonates are characterized by calcarenitic to cherty to argillaceous limestones and minor shales deposited in a shallow epicontinental sea. The Selinsgrove Limestone Member of the Needmore Formation of central PA is the direct equivalent of the Onondaga Limestone in NY. The Onondaga is generally subdivided into four members across NY: Edgecliff, Nedrow, Moorehouse, and Seneca. These four members are directly equivalent to those of the Buttermilk Falls Limestone of eastern PA. The Clarence Member has been recognized only in western NY and is here designated a local informal facies of the Edgecliff. The informal Jamesville Quarry facies of the Edgecliff is also named in this report for the chert-poor, crinoidal pack- and grainstone that occurs at the Edgecliff type locality. Several marker beds within the Nedrow Member are recognized and the upper boundary with the Moorehouse Member is redefined. The Moorehouse contains several fossil horizons and the Seneca contains several bentonite beds, including the Tioga B or Onondaga Indian Nation Bentonite, which defines its base. The Lower-Middle Devonian (Emsian-Eifelian) boundary, long placed at the base of the Onondaga in NY, could lie as high as the base of the Nedrow Member according to Kirchgasser and Oliver (1993), as there are no age diagnostic fossils in the Edgecliff (Brett and Ver Straeten, 1994).The Seneca Member of the Onondaga Formation as now defined is part of a general fining-upward trend that extends from the underlying upper part of the Moorehouse Member into the overlying Marcellus Formation at its type section. Deposition of member is more complex than previously thought as details reveal that it contains two cycles rather than one, indicating two deepening intervals. The upper contact of the Seneca as defined in this report is marked by a thin, apparently widespread lag bed with fish bone material. Member is thickest in the central Finger Lakes area. Thins eastward and is eventually cutout near Albany. Contains a relatively low diversity fauna. Chonetid and atrypid brachiopods are abundant and LEPTAENA, common; rugose corals are uncommon. Fine to medium-grained wacke- to packstones dominate the unit. In outcrop appears as thick-bedded to massive limestones separated by thin shaly to bentonitic partings. Light-weathering chert is present mainly in the western region. Thin dark shales increase in number toward the top. Base is marked by the Onondaga Indian Nation Ash (Tioga B of PA), which differs from boundary as defined by Conkin, who placed the base of the Seneca 0.47 to 1.25 m above the base of the bentonite. As many as eight Tioga Ash Beds may occur in the Seneca Member, including the Tioga B. At the Seneca Stone quarry, 8.5 km northwest of the type section, the member is 7.1 to 8.4 m thick, depending upon placement of the upper contact, and underlies the Bakoven Member of the Union Springs Shale [shown in chart as assigned to Marcellus subgroup]. Zone L, as the transitional 1.3-m-interval was labeled by Oliver (1954) was assigned by him to the Seneca. However, authors follow Conkin and Conkin (1979) in assigning interval to the overlying Union Springs. Age of the Seneca is Middle Devonian (Eifelian) (Brett and Ver Straeten, 1994).The Nedrow Member overlies the Edgecliff Member, which in this report has been subdivided into a Clarence facies (previously Clarence Member of western NY) and a Jamesville Quarry facies. The Nedrow does not pass laterally into cherty limestone (Clarence facies) as originally thought, but overlies it. Authors have recognized several marker beds within the Nedrow that aid in correlating the western NY sections. The contact between the Nedrow and the overlying Moorehouse Member was originally placed within an interval of interbedded shales and limestones. Authors have found that this interval cannot be traced any great distance. They have recently recognized a pair of black to dark gray shale-dominated beds within the upper Nedrow and use them ""functionally"" as the upper boundary. At Seneca Stone quarry, the Nedrow is approximately 4.2 m thick. The basal shales are typically medium dark gray, but contain scattered brachiopods and rugose corals. The lower 3 m consists of alternations of medium gray, sparsely fossiliferous, calcareous shales, and gray, somewhat nodular, highly argillaceous and noncherty limestones. Above this interval are several prominent marker beds, including the shaly SCHIZOPHORIA bed at the top of the Nedrow that can be traced from the Syracuse region to central PA in the middle portion of the Selinsgrove Limestone, and to the mid-Hudson Valley area in the Onondaga. Age is Middle Devonian (Eifelian) (Brett and Ver Straeten, 1994).Authors informally propose two dominant, widespread facies of the Edgecliff Member of the Onondaga Limestone: the cherty, micritic Clarence facies, formerly known as the Clarence Member of western NY, and a coarse crinoidal, non- to sparsely cherty Jamesville Quarry facies. The Jamesville Quarry is present at the Edgecliff type locality near Syracuse, where it reaches a thickness of about 5.7 m. To the west the Edgecliff thins to a minimum of 2.5 m at Seneca Stone quarry. The only trace of Clarence-like lithology at this location is a distinctive 0.5 m-thick band of cherty calcisiltite 1.8 m above the base of the Edgecliff. Between Seneca Stone quarry and Phelps the Edgecliff thickens and is composed primarily of sparsely fossiliferous calcisiltites with abundant bands of dark gray to black chert, closely resembling the typical western NY Clarence facies. Total thickness of the Edgecliff reaches a maximum of 14 m. Unit underlies calcareous shale-dominated strata and laterally equivalent argillaceous limestones of the Nedrow Member. The Foxtown Member of the Buttermilk Falls Limestone of eastern PA is directly equivalent to the Edgecliff. The basal contact is conformable in parts of eastern NY, but westward becomes unconformable and overlies increasingly older Devonian to Silurian strata. In some parts of west-central to western NY, overlies upper Lower Devonian Tristates Group and elsewhere the Middle Devonian Hamilton Group. This basal unconformity is known as the Wallbridge Unconformity. The Lower-Middle Devonian (Emsian-Eifelian) boundary, long placed at the base of the Onondaga in NY, could lie as high as the base of the Nedrow Member according to Kirchgasser and Oliver (1993), as there are no age diagnostic fossils in the Edgecliff (Brett and Ver Straeten, 1994).",NY001,limestone,chert,,NY002NY017NY046
